name,stem,Adams filtration,weight,tautorsion,h0info,h0target,h1info,h1target,h2info,h2target,h3info,h3target
{24-291},80,24,44,1,,,,{25-304},,,1,{25-375}
{24-292},80,24,48,1,,,,{25-305},3,{25-333},,
{24-295},80,24,48,1,,,,{25-308},3,{25-333},1,{25-381}
{24-296},80,24,48,1,,,,{25-309},,,,
{24-299},80,24,42,0,1,{25-293},,,,,,
{25-291},80,25,43,0,3,{26-287},,{26-298}+{26-300},,t^7{26-326}+t^3{26-328},,
{25-292},80,25,47,1,,,,{26-299},,,,
{25-293},80,25,43,0,,,,{26-300},,,1,{26-375}
{25-296},80,25,47,1,,,,{26-303},3,{26-326},5,{26-381}
{25-298},80,25,47,1,,,,{26-305},,,,
{25-299},80,25,51,1,,,,{26-306},,,,
{26-287},80,26,46,1,,,,{27-293},,,1,{27-378}
{26-289},80,26,46,1,,,,{27-295},3,{27-326},,
{26-290},80,26,50,1,,,,{27-296},,,,
{26-292},80,26,46,1,,,,{27-298},,,1,{27-380}
{26-295},80,26,50,1,,,,{27-301},,,,
{27-280},80,27,45,1,,,,{28-290},,t^3{28-318}+t^7{28-325},,
{27-283},80,27,45,1,,,,{28-293},,t^3{28-322}+t^7{28-325},,t^5{28-380}+t^5{28-381}
{27-286},80,27,49,1,,,,{28-296},3,{28-325},,
{27-288},80,27,49,1,,,,{28-298},3,{28-325},,
{27-290},80,27,49,1,,,,{28-300},,,,
{28-277},80,28,44,0,,{29-285},,{29-286}+t^4{29-289},,t^3{29-314}+t^3{29-316}+{29-324},,t^5{29-372}+t^9{29-380}
{28-279},80,28,44,1,,,,{29-288},,t^3{29-314}+t^7{29-317},,t^5{29-372}+t^5{29-377}+t^9{29-380}
{28-280},80,28,48,1,,,,{29-289},,,,
{28-283},80,28,48,1,,,,{29-292},,,,t^1{29-379}+t^5{29-380}
{28-285},80,28,48,1,,,,{29-294},,,,
{28-286},80,28,52,1,,,,{29-295},,,,
{28-288},80,28,52,1,,,,{29-297},,,,
{29-274},80,29,43,1,,,,{30-279},,t^7{30-311}+t^7{30-315},,
{29-276},80,29,47,1,,,,{30-281},,,,
{29-278},80,29,47,1,,,,{30-283},3,{30-315},1,{30-370}
{29-279},80,29,51,1,,,,{30-284},,,,
{29-281},80,29,47,1,,,,{30-286},3,{30-315},1,{30-370}
{29-283},80,29,51,1,,,,{30-288},,,,
{29-285},80,29,44,2,,{30-277},,,,{30-316},,
{30-266},80,30,42,0,,,,{31-270},,t^3{31-297}+t^11{31-304}+t^11{31-306},1,{31-352}
{30-267},80,30,46,1,,,,{31-271},,t^7{31-304}+t^7{31-306},5,{31-363}
{30-269},80,30,46,1,,,,{31-273},,t^3{31-298}+t^7{31-304}+t^7{31-306},,
{30-271},80,30,50,1,,,,{31-275},,t^3{31-304}+t^3{31-306},1,{31-363}
{30-273},80,30,50,1,,,,{31-277},,,,
{30-275},80,30,50,1,,,,{31-279},3,{31-306},1,{31-363}
{30-277},80,30,44,2,1,{31-256},,,,,,
{31-256},80,31,45,1,,,,{32-262},,,,
{31-258},80,31,45,1,,,,{32-264},,t^3{32-293}+t^3{32-296},,t^5{32-349}+t^1{32-350}+t^9{32-356}
{31-259},80,31,49,1,,,,{32-265},3,{32-294},5,{32-356}
{31-262},80,31,49,1,,,,{32-268},,,5,{32-356}
{31-265},80,31,53,1,,,,{32-271},,,,
{31-267},80,31,53,1,,,,{32-273},,,,
{31-268},80,31,42,0,,{32-261},3,{32-262},,{32-300},,
{32-249},80,32,44,1,,,,{33-254},,t^3{33-283}+t^7{33-287},5,{33-340}
{32-252},80,32,48,1,,,,{33-257},3,{33-287},5,{33-343}
{32-254},80,32,48,1,,,,{33-259},3,{33-287},5,{33-343}
{32-255},80,32,52,1,,,,{33-260},,,,
{32-258},80,32,52,1,,,,{33-263},,,1,{33-348}
{32-260},80,32,52,1,,,,{33-265},,,,
{32-261},80,32,42,0,1,{33-242},,,1,{33-280},,
{33-242},80,33,43,0,,,,{34-242},,,,
{33-244},80,33,47,1,,,,{34-244},,,,
{33-246},80,33,47,1,,,,{34-246},3,{34-275},,
{33-248},80,33,51,1,,,,{34-248},,,,
{33-250},80,33,51,1,,,,{34-250},,,1,{34-336}
{33-251},80,33,55,1,,,,{34-251},,,,
{33-252},80,33,51,1,,,,{34-252},3,{34-280},1,{34-336}
{34-231},80,34,46,1,,,,{35-231},,,,
{34-233},80,34,46,1,,,,{35-233},,t^3{35-259}+t^3{35-261},1,{35-315}
{34-234},80,34,50,1,,,,{35-234},,,,
{34-236},80,34,50,1,,,,{35-236},3,{35-262},,t^5{35-322}+t^5{35-324}
{34-238},80,34,54,1,,,,{35-238},,,1,{35-324}
{34-240},80,34,54,1,,,,{35-240},,,,
{35-218},80,35,45,1,,,,{36-221},,,5,{36-306}
{35-220},80,35,49,1,,,,{36-223},3,{36-252},,
{35-222},80,35,49,1,,,,{36-225},,,1,{36-311}
{35-223},80,35,53,1,,,,{36-226},3,{36-255},,
{35-226},80,35,53,1,,,,{36-229},,,,
{36-207},80,36,44,1,,,,{37-209},3,{37-237},,
{36-209},80,36,48,1,,,,{37-211},3,{37-240},5,{37-298}
{36-212},80,36,52,1,,,,{37-214},3,{37-244},,
{36-214},80,36,52,1,,,,{37-216},3,{37-244},,
{36-215},80,36,56,1,,,,{37-217},,,,
{36-218},80,36,56,1,,,,{37-220},,,,
{37-197},80,37,43,1,,,,{38-197},7,{38-226},5,{38-279}
{37-199},80,37,47,1,,,,{38-199},3,{38-226},,
{37-201},80,37,51,1,,,,{38-201},,,,
{37-203},80,37,51,1,,,,{38-203},3,{38-232},5,{38-288}
{37-205},80,37,55,1,,,,{38-205},,,,
{37-207},80,37,55,1,,,,{38-207},,,1,{38-290}
{37-208},80,37,55,1,,,,{38-208},,,1,{38-290}
{38-186},80,38,42,0,,,,{39-186},,,,
{38-187},80,38,46,1,,,,{39-187},,,,
{38-189},80,38,50,1,,,,{39-189},,,,
{38-191},80,38,50,1,,,,{39-191},3,{39-215},1,{39-269}
{38-192},80,38,54,1,,,,{39-192},,,,
{38-194},80,38,54,1,,,,{39-194},3,{39-218},,
{38-196},80,38,58,1,,,,{39-196},,,,
{39-174},80,39,41,0,,,,{40-174},,,,
{39-175},80,39,45,1,,,,{40-175},,,,
{39-177},80,39,49,1,,,,{40-177},7,{40-206},5,{40-258}
{39-179},80,39,53,1,,,,{40-179},,,,
{39-181},80,39,53,1,,,,{40-181},,t^3{40-208}+t^3{40-209},1,{40-262}
{39-182},80,39,57,1,,,,{40-182},,,,
{40-165},80,40,48,1,,,,{41-165},3,{41-189},,
{40-167},80,40,52,1,,,,{41-167},,t^3{41-192}+t^7{41-196},5,{41-248}
{40-170},80,40,56,1,,,,{41-170},3,{41-196},,
{40-172},80,40,56,1,,,,{41-172},3,{41-196},,
{41-153},80,41,47,1,,,,{42-153},,,5,{42-229}
{41-155},80,41,51,1,,,,{42-155},,,,
{41-157},80,41,55,1,,,,{42-157},,,,
{41-159},80,41,55,1,,,,{42-159},3,{42-182},1,{42-235}
{41-161},80,41,59,1,,,,{42-161},,,,
{41-162},80,41,59,1,,,,{42-162},,,,
{42-143},80,42,46,1,,,,{43-143},,,,
{42-144},80,42,50,1,,,,{43-144},,,,
{42-146},80,42,54,1,,,,{43-146},,,,
{42-148},80,42,54,1,,,,{43-148},,,1,{43-219}
{42-149},80,42,58,1,,,,{43-149},,,,
{42-151},80,42,58,1,,,,{43-151},,,,
{43-133},80,43,45,1,,,,{44-133},,,1,{44-199}
{43-134},80,43,49,1,,,,{44-134},3,{44-155},,
{43-136},80,43,53,1,,,,{44-136},7,{44-161},,
{43-138},80,43,57,1,,,,{44-138},3,{44-161},,
{43-140},80,43,57,1,,,,{44-140},3,{44-161},1,{44-210}
{44-124},80,44,44,1,,,,{45-124},,,1,{45-187}
{44-126},80,44,52,1,,,,{45-126},3,{45-146},,
{44-128},80,44,56,1,,,,{45-128},3,{45-149},,
{44-131},80,44,60,1,,,,{45-131},,,,
{45-116},80,45,51,1,,,,{46-116},,,,
{45-118},80,45,55,1,,,,{46-118},3,{46-138},,
{45-120},80,45,59,1,,,,{46-120},,,,
{45-122},80,45,59,1,,,,{46-122},,,,
{46-108},80,46,50,1,,,,{47-108},,,,
{46-109},80,46,54,1,,,,{47-109},,,,
{46-111},80,46,58,1,,,,{47-111},,,,
{46-113},80,46,58,1,,,,{47-113},,,,
{46-114},80,46,62,1,,,,{47-114},,,,
{47-100},80,47,53,1,,,,{48-100},,,,
{47-102},80,47,57,1,,,,{48-102},,,,
{47-104},80,47,61,1,,,,{48-104},,,,
{47-106},80,47,61,1,,,,{48-106},,,,
{47-99},80,47,49,1,,,,{48-99},,,,
{48-92},80,48,48,1,,,,{49-92},3,{49-108},,
{48-94},80,48,56,1,,,,{49-94},3,{49-111},,
{48-96},80,48,60,1,,,,{49-96},3,{49-114},,
{49-86},80,49,55,1,,,,{50-86},,,,
{49-88},80,49,59,1,,,,{50-88},,,,
{49-90},80,49,63,1,,,,{50-90},,,,
{50-79},80,50,54,1,,,,{51-79},,,,
{50-80},80,50,58,1,,,,{51-80},,,,
{50-82},80,50,62,1,,,,{51-82},,,,
{50-84},80,50,62,1,,,,{51-84},,,,
{51-72},80,51,53,1,,,,,,,,
{51-73},80,51,57,1,,,,,,,,
{51-75},80,51,61,1,,,,,,,,
{51-77},80,51,65,1,,,,,,,,
{52-66},80,52,52,1,,,,,,,,
{52-68},80,52,60,1,,,,,,,,
{52-70},80,52,64,1,,,,,,,,
{3-34},81,3,42,0,,{4-48},,,,{4-51},,
{4-48},81,4,42,0,1,{5-72},,,,,,
{5-71},81,5,42,0,1,{6-95},,,,{6-101},,
{5-72},81,5,43,0,,,,,,,,
{6-95},81,6,43,0,,,,{7-115},,,,{7-129}
{7-113},81,7,44,0,,,,,,,,
{7-114},81,7,44,1,,,,{8-136},,,,
{8-133},81,8,44,0,,,,,,{9-154},,
{9-147},81,9,44,0,,{10-150},,,1,{10-158},,
{9-149},81,9,44,1,,,,{10-151},,,,
{10-148},81,10,44,0,1,{11-146},,,,{11-157}+t^1{11-158},1,{11-175}
{10-149},81,10,43,1,,,,{11-150},,,,
{10-150},81,10,44,0,,,,,,,,
{11-146},81,11,45,0,,,,{12-162},1,{12-167},,{12-188}
{11-149},81,11,42,0,,,,{12-165},,,1,{12-191}
{12-159},81,12,42,0,,t^1{13-173}+t^5{13-175}+t^2{13-176},,,,,,{13-203}
{13-173},81,13,43,0,,,,{14-186},,,,t^3{14-208}+{14-209}
{13-175},81,13,47,1,,,,,,,,
{13-176},81,13,44,1,,,,,1,{14-193},2,{14-208}
{14-183},81,14,47,1,,,,{15-193},,,,
{15-188},81,15,42,0,,,4,{16-212},,,,
{15-189},81,15,48,1,,,,,,,,
{15-190},81,15,45,0,,,3,{16-209},,,,
{15-191},81,15,46,1,,,,{16-212},,,,
{16-207},81,16,46,1,,,,{17-237},,,,
{17-231},81,17,45,1,,,,{18-254},,,,
{17-233},81,17,48,2,,,,,,,1,{18-288}
{18-248},81,18,44,0,,{19-267},,{19-270},,t^3{19-285}+{19-287},,
{18-250},81,18,44,1,,,,{19-272},,,1,{19-311}
{18-252},81,18,46,0,,t^1{19-264}+t^1{19-265},2,{19-268},1,{19-284},,
{19-264},81,19,47,1,,,,{20-288},,,1,{20-334}
{19-265},81,19,47,1,,,,{20-289},,,,
{19-267},81,19,44,0,,{20-283},,,,{20-305},,
{20-277},81,20,46,1,,,,{21-298},,,,
{20-279},81,20,46,1,,,,{21-300},,,,
{20-280},81,20,50,1,,,,{21-301},,,,
{20-283},81,20,44,0,1,{21-291},,,,,,
{21-288},81,21,45,0,3,{22-295},,{22-303}+t^4{22-304}+{22-306},,t^3{22-323}+t^3{22-327}+t^3{22-328},,t^5{22-362}+t^1{22-364}
{21-289},81,21,49,1,,,,{22-304},,,,
{21-291},81,21,45,1,,,,{22-306},3,{22-328},,
{21-293},81,21,45,1,,,,{22-308},3,{22-328},,
{21-295},81,21,42,0,,{22-301},3,{22-306},,{22-329},6,{22-367}
{22-294},81,22,44,1,,,,{23-307},,,,t^1{23-371}+t^5{23-375}+t^5{23-376}
{22-295},81,22,48,1,,,,{23-308},3,{23-334},,
{22-298},81,22,48,1,,,,{23-311},,,,
{22-299},81,22,48,1,,,,{23-312},,,,
{22-301},81,22,42,0,1,{23-297},,,,t^1{23-328}+t^9{23-334},7,{23-370}
{23-295},81,23,47,1,,,,{24-310},,,1,{24-385}
{23-297},81,23,43,0,,,,{24-312},3,{24-340},,t^1{24-381}+t^5{24-385}
{23-300},81,23,47,1,,,,{24-315},3,{24-336},1,{24-385}
{23-302},81,23,47,1,,,,{24-317},,,,
{23-303},81,23,51,1,,,,{24-318},,,,
{24-300},81,24,46,0,,{25-311},,{25-314}+t^4{25-317},,t^3{25-339}+t^3{25-342}+t^3{25-343}+{25-345},,
{24-302},81,24,46,1,,,,{25-316},,t^3{25-339}+t^3{25-343},,
{24-303},81,24,50,1,,,,{25-317},,,,
{24-305},81,24,46,1,,,,{25-319},,,,
{24-308},81,24,50,1,,,,{25-322},,,,
{25-302},81,25,45,1,,,,{26-311},7,{26-342},1,{26-390}
{25-304},81,25,45,1,,,,{26-313},,,1,{26-390}
{25-305},81,25,49,1,,,,{26-314},3,{26-342},,
{25-308},81,25,49,1,,,,{26-317},3,{26-342},1,{26-396}
{25-309},81,25,49,1,,,,{26-318},,,,
{25-311},81,25,46,2,,{26-308},,,,{26-344},,
{26-298},81,26,44,1,,,,{27-305},,t^7{27-334}+t^3{27-336},1,{27-387}
{26-299},81,26,48,1,,,,{27-306},,,,
{26-300},81,26,44,1,,,,{27-307},,,1,{27-387}
{26-303},81,26,48,1,,,,{27-310},3,{27-334},5,{27-393}
{26-305},81,26,48,1,,,,{27-312},,,,
{26-306},81,26,52,1,,,,{27-313},,,,
{26-308},81,26,46,2,1,{27-293},,,,,,
{27-291},81,27,43,1,1,{28-301},,{28-302},,t^3{28-328}+t^7{28-338}+t^1{28-340},5,{28-393}
{27-293},81,27,47,1,,,,{28-304},,,1,{28-393}
{27-295},81,27,47,1,,,,{28-306},3,{28-338},,
{27-296},81,27,51,1,,,,{28-307},,,,
{27-298},81,27,47,1,,,,{28-309},,,1,{28-395}
{27-301},81,27,51,1,,,,{28-312},,,,
{27-303},81,27,44,0,,{28-301},3,{28-304},,{28-340},,
{28-290},81,28,46,1,,,,{29-300},,t^3{29-329}+t^7{29-336},,
{28-293},81,28,46,1,,,,{29-303},,t^3{29-333}+t^7{29-336},,t^5{29-394}+t^5{29-395}
{28-296},81,28,50,1,,,,{29-306},3,{29-336},,
{28-298},81,28,50,1,,,,{29-308},3,{29-336},,
{28-300},81,28,50,1,,,,{29-310},,,,
{28-301},81,28,44,2,1,{29-286},,,1,{29-326},,
{29-286},81,29,45,3,,,,{30-291},3,{30-320},,t^5{30-379}+t^9{30-387}
{29-288},81,29,45,1,,,,{30-293},,t^3{30-320}+t^7{30-323},,t^5{30-379}+t^5{30-384}+t^9{30-387}
{29-289},81,29,49,1,,,,{30-294},,,,
{29-292},81,29,49,1,,,,{30-297},,,,t^1{30-386}+t^5{30-387}
{29-294},81,29,49,1,,,,{30-299},,,,
{29-295},81,29,53,1,,,,{30-300},,,,
{29-297},81,29,53,1,,,,{30-302},,,,
{30-279},81,30,44,1,,,,{31-283},,t^7{31-316}+t^7{31-320},,
{30-281},81,30,48,1,,,,{31-285},,,,
{30-283},81,30,48,1,,,,{31-287},3,{31-320},1,{31-376}
{30-284},81,30,52,1,,,,{31-288},,,,
{30-286},81,30,48,1,,,,{31-290},3,{31-320},1,{31-376}
{30-288},81,30,52,1,,,,{31-292},,,,
{30-290},81,30,42,0,1,{31-270},2,{31-281},1,{31-309},,
{31-270},81,31,43,0,,,,{32-276},,t^3{32-304}+t^11{32-311}+t^11{32-313},1,{32-360}
{31-271},81,31,47,1,,,,{32-277},,t^7{32-311}+t^7{32-313},5,{32-371}
{31-273},81,31,47,1,,,,{32-279},,t^3{32-305}+t^7{32-311}+t^7{32-313},,
{31-275},81,31,51,1,,,,{32-281},,t^3{32-311}+t^3{32-313},1,{32-371}
{31-277},81,31,51,1,,,,{32-283},,,,
{31-279},81,31,51,1,,,,{32-285},3,{32-313},1,{32-371}
{32-262},81,32,46,1,,,,{33-267},,,,
{32-264},81,32,46,1,,,,{33-269},,t^3{33-299}+t^3{33-302},,t^5{33-356}+t^1{33-357}+t^9{33-363}
{32-265},81,32,50,1,,,,{33-270},3,{33-300},5,{33-363}
{32-268},81,32,50,1,,,,{33-273},,,5,{33-363}
{32-271},81,32,54,1,,,,{33-276},,,,
{32-273},81,32,54,1,,,,{33-278},,,,
{33-254},81,33,45,1,,,,{34-255},,t^3{34-284}+t^7{34-288},5,{34-343}
{33-257},81,33,49,1,,,,{34-258},3,{34-288},5,{34-346}
{33-259},81,33,49,1,,,,{34-260},3,{34-288},5,{34-346}
{33-260},81,33,53,1,,,,{34-261},,,,
{33-263},81,33,53,1,,,,{34-264},,,1,{34-351}
{33-265},81,33,53,1,,,,{34-266},,,,
{34-242},81,34,44,1,,,,{35-242},,,,
{34-244},81,34,48,1,,,,{35-244},,,,
{34-246},81,34,48,1,,,,{35-246},3,{35-276},,
{34-248},81,34,52,1,,,,{35-248},,,,
{34-250},81,34,52,1,,,,{35-250},,,1,{35-338}
{34-251},81,34,56,1,,,,{35-251},,,,
{34-252},81,34,52,1,,,,{35-252},3,{35-281},1,{35-338}
{35-229},81,35,43,1,,,,{36-232},,,,
{35-231},81,35,47,1,,,,{36-234},,,,
{35-233},81,35,47,1,,,,{36-236},,t^3{36-263}+t^3{36-265},1,{36-320}
{35-234},81,35,51,1,,,,{36-237},,,,
{35-236},81,35,51,1,,,,{36-239},3,{36-266},,t^5{36-327}+t^5{36-329}
{35-238},81,35,55,1,,,,{36-241},,,1,{36-329}
{35-240},81,35,55,1,,,,{36-243},,,,
{36-219},81,36,42,0,,{37-221},,{37-222},,t^3{37-249}+{37-261},,
{36-221},81,36,46,1,,,,{37-224},,,5,{37-311}
{36-223},81,36,50,1,,,,{37-226},3,{37-255},,
{36-225},81,36,50,1,,,,{37-228},,,1,{37-316}
{36-226},81,36,54,1,,,,{37-229},3,{37-258},,
{36-229},81,36,54,1,,,,{37-232},,,,
{37-209},81,37,45,1,,,,{38-210},3,{38-237},,
{37-211},81,37,49,1,,,,{38-212},3,{38-240},5,{38-300}
{37-214},81,37,53,1,,,,{38-215},3,{38-244},,
{37-216},81,37,53,1,,,,{38-217},3,{38-244},,
{37-217},81,37,57,1,,,,{38-218},,,,
{37-220},81,37,57,1,,,,{38-221},,,,
{37-221},81,37,42,0,,{38-209},,,,{38-248},,
{38-197},81,38,44,1,,,,{39-197},7,{39-226},5,{39-280}
{38-199},81,38,48,1,,,,{39-199},3,{39-226},,
{38-201},81,38,52,1,,,,{39-201},,,,
{38-203},81,38,52,1,,,,{39-203},3,{39-232},5,{39-289}
{38-205},81,38,56,1,,,,{39-205},,,,
{38-207},81,38,56,1,,,,{39-207},,,1,{39-291}
{38-208},81,38,56,1,,,,{39-208},,,1,{39-291}
{38-209},81,38,42,0,1,{39-186},,,1,{39-222},,
{39-186},81,39,43,0,,,,{40-186},,,,
{39-187},81,39,47,1,,,,{40-187},,,,
{39-189},81,39,51,1,,,,{40-189},,,,
{39-191},81,39,51,1,,,,{40-191},3,{40-216},1,{40-272}
{39-192},81,39,55,1,,,,{40-192},,,,
{39-194},81,39,55,1,,,,{40-194},3,{40-219},,
{39-196},81,39,59,1,,,,{40-196},,,,
{40-174},81,40,42,0,,,,{41-174},,,,
{40-175},81,40,46,1,,,,{41-175},,,,
{40-177},81,40,50,1,,,,{41-177},7,{41-207},5,{41-261}
{40-179},81,40,54,1,,,,{41-179},,,,
{40-181},81,40,54,1,,,,{41-181},,t^3{41-209}+t^3{41-210},1,{41-265}
{40-182},81,40,58,1,,,,{41-182},,,,
{41-163},81,41,41,0,,,,{42-163},,,1,{42-239}
{41-165},81,41,49,1,,,,{42-165},3,{42-190},,
{41-167},81,41,53,1,,,,{42-167},,t^3{42-193}+t^7{42-197},5,{42-249}
{41-170},81,41,57,1,,,,{42-170},3,{42-197},,
{41-172},81,41,57,1,,,,{42-172},3,{42-197},,
{42-153},81,42,48,1,,,,{43-153},,,5,{43-230}
{42-155},81,42,52,1,,,,{43-155},,,,
{42-157},81,42,56,1,,,,{43-157},,,,
{42-159},81,42,56,1,,,,{43-159},3,{43-182},1,{43-236}
{42-161},81,42,60,1,,,,{43-161},,,,
{42-162},81,42,60,1,,,,{43-162},,,,
{43-143},81,43,47,1,,,,{44-143},,,,
{43-144},81,43,51,1,,,,{44-144},,,,
{43-146},81,43,55,1,,,,{44-146},,,,
{43-148},81,43,55,1,,,,{44-148},,,1,{44-220}
{43-149},81,43,59,1,,,,{44-149},,,,
{43-151},81,43,59,1,,,,{44-151},,,,
{44-133},81,44,46,1,,,,{45-133},,,,
{44-134},81,44,50,1,,,,{45-134},3,{45-155},,
{44-136},81,44,54,1,,,,{45-136},7,{45-161},,
{44-138},81,44,58,1,,,,{45-138},3,{45-161},,
{44-140},81,44,58,1,,,,{45-140},3,{45-161},,
{45-124},81,45,45,1,,,,{46-124},,,,
{45-126},81,45,53,1,,,,{46-126},3,{46-146},,
{45-128},81,45,57,1,,,,{46-128},3,{46-149},,
{45-131},81,45,61,1,,,,{46-131},,,,
{46-116},81,46,52,1,,,,{47-116},,,,
{46-118},81,46,56,1,,,,{47-118},3,{47-138},,
{46-120},81,46,60,1,,,,{47-120},,,,
{46-122},81,46,60,1,,,,{47-122},,,,
{47-108},81,47,51,1,,,,{48-108},,,,
{47-109},81,47,55,1,,,,{48-109},,,,
{47-111},81,47,59,1,,,,{48-111},,,,
{47-113},81,47,59,1,,,,{48-113},,,,
{47-114},81,47,63,1,,,,{48-114},,,,
{48-100},81,48,54,1,,,,{49-100},,,,
{48-102},81,48,58,1,,,,{49-102},,,,
{48-104},81,48,62,1,,,,{49-104},,,,
{48-106},81,48,62,1,,,,{49-106},,,,
{48-99},81,48,50,1,,,,{49-99},,,,
{49-92},81,49,49,1,,,,{50-92},,,,
{49-94},81,49,57,1,,,,{50-94},,,,
{49-96},81,49,61,1,,,,{50-96},,,,
{50-86},81,50,56,1,,,,,,,,
{50-88},81,50,60,1,,,,,,,,
{50-90},81,50,64,1,,,,,,,,
{51-79},81,51,55,1,,,,,,,,
{51-80},81,51,59,1,,,,,,,,
{51-82},81,51,63,1,,,,,,,,
{51-84},81,51,63,1,,,,,,,,
{4-49},82,4,43,0,,,,,,{5-76},,
{6-96},82,6,44,0,,{7-116},,{7-118},,{7-123},,
{6-97},82,6,44,0,,{7-117},,,,,,
{7-115},82,7,44,1,,,,{8-138},,,,{8-152}
{7-116},82,7,44,0,,{8-137},,,,{8-143},,
{7-117},82,7,44,0,1,{8-136},,,,,,
{8-134},82,8,45,0,,,,,,{9-157},,
{8-136},82,8,45,1,,,,{9-153},,,,
{8-137},82,8,44,0,,,,,1,{9-157},,
{9-150},82,9,45,0,,,,{10-153},,{10-160},,{10-175}
{10-151},82,10,45,1,,,,{11-156},,,,
{10-152},82,10,42,0,,{11-151},,,,{11-165},,
{11-150},82,11,44,1,,,,{12-166},,,,
{11-151},82,11,42,0,1,{12-165},,,,,,
{12-160},82,12,45,2,,,,{13-180}+t^1{13-181},,{13-190}+{13-191},,{13-204}+t^1{13-206}+t^1{13-209}
{12-161},82,12,45,0,,,,,,{13-191},,t^1{13-206}+t^1{13-209}
{12-162},82,12,46,1,,,,{13-181},1,{13-187},,{13-206}
{12-165},82,12,43,0,,,,{13-183},,,1,{13-208}
{14-184},82,14,46,0,,{15-194},,{15-197},,{15-206},,
{14-185},82,14,43,0,5,{15-193},,,,{15-204},3,{15-221}
{14-186},82,14,44,1,2,{15-194},,,,,2,{15-221}
{15-193},82,15,48,1,,,,{16-215},,,,
{15-194},82,15,46,2,,{16-213},,,,{16-225},,
{16-208},82,16,44,0,,{17-238}+{17-239},,{17-241},,{17-253}+{17-254},1,{17-272}
{16-209},82,16,49,2,,,,,,,,
{16-212},82,16,47,1,,,2,{17-240},,,,
{16-213},82,16,46,2,1,{17-237},,,1,{17-251},,
{17-236},82,17,47,0,,,,{18-260}+t^2{18-262},2,{18-273},,t^1{18-296}+{18-297}
{17-237},82,17,47,1,,,,{18-261},,,,
{17-238},82,17,44,0,,{18-256},3,{18-261},,{18-274},,
{17-239},82,17,44,0,,{18-257},3,{18-261},,{18-275},,
{18-254},82,18,46,1,,,,{19-276},,,,
{18-256},82,18,44,0,,t^1{19-270}+t^1{19-272},,,,t^1{19-290}+t^1{19-291},,
{18-257},82,18,44,0,1,{19-270},,,1,{19-290},,
{19-268},82,19,49,1,,,,{20-291},,,,
{19-270},82,19,45,0,,,,{20-293},3,{20-312},,
{19-272},82,19,45,1,,,,{20-295},,,1,{20-341}
{20-284},82,20,48,0,,t^3{21-301}+{21-303},,{21-306},,{21-328},,
{20-288},82,20,48,1,,,,{21-310},,,1,{21-363}
{20-289},82,20,48,1,,,,{21-311},,,,
{21-298},82,21,47,1,,,,{22-315},,,,
{21-300},82,21,47,1,,,,{22-317},,,,
{21-301},82,21,51,1,,,,{22-318},,,,
{21-303},82,21,48,2,,{22-310},3,{22-318},,{22-338},,
{22-303},82,22,46,1,,,,{23-317},,t^3{23-339}+t^3{23-343},,t^5{23-382}+t^1{23-384}
{22-304},82,22,50,1,,,,{23-318},,,,
{22-306},82,22,46,1,,,,{23-320},3,{23-344},,
{22-308},82,22,46,1,,,,{23-322},3,{23-344},,
{22-310},82,22,48,2,1,{23-308},,,1,{23-339},,
{23-305},82,23,45,1,1,{24-320},,{24-321},,t^3{24-343}+t^7{24-351}+t^1{24-353},,
{23-307},82,23,45,1,,,,{24-323},,,,t^1{24-393}+t^5{24-397}+t^5{24-398}
{23-308},82,23,49,1,,,,{24-324},3,{24-351},,
{23-311},82,23,49,1,,,,{24-327},,,,
{23-312},82,23,49,1,,,,{24-328},,,,
{23-314},82,23,46,0,,{24-320},3,{24-324},,{24-353},,
{24-310},82,24,48,1,,,,{25-325},,,1,{25-405}
{24-312},82,24,44,1,,,,{25-327},3,{25-356},,t^1{25-401}+t^5{25-405}
{24-315},82,24,48,1,,,,{25-330},3,{25-352},1,{25-405}
{24-317},82,24,48,1,,,,{25-332},,,,
{24-318},82,24,52,1,,,,{25-333},,,,
{24-320},82,24,46,2,1,{25-314},,,1,{25-348},,
{25-314},82,25,47,3,,,,{26-323},3,{26-351},,
{25-316},82,25,47,1,,,,{26-325},,t^3{26-351}+t^3{26-355},,
{25-317},82,25,51,1,,,,{26-326},,,,
{25-319},82,25,47,1,,,,{26-328},,,,
{25-322},82,25,51,1,,,,{26-331},,,,
{26-311},82,26,46,1,,,,{27-319},7,{27-351},1,{27-404}
{26-313},82,26,46,1,,,,{27-321},,,1,{27-404}
{26-314},82,26,50,1,,,,{27-322},3,{27-351},,
{26-317},82,26,50,1,,,,{27-325},3,{27-351},1,{27-410}
{26-318},82,26,50,1,,,,{27-326},,,,
{26-320},82,26,44,0,,t^1{27-305}+t^1{27-307},2,{27-316},1,{27-342},,
{27-305},82,27,45,1,,,,{28-317},,t^7{28-347}+t^3{28-349},1,{28-404}
{27-306},82,27,49,1,,,,{28-318},,,,
{27-307},82,27,45,1,,,,{28-319},,,1,{28-404}
{27-310},82,27,49,1,,,,{28-322},3,{28-347},5,{28-410}
{27-312},82,27,49,1,,,,{28-324},,,,
{27-313},82,27,53,1,,,,{28-325},,,,
{28-302},82,28,44,1,,,,{29-312},,t^3{29-340}+t^7{29-350},,
{28-304},82,28,48,1,,,,{29-314},,,1,{29-407}
{28-306},82,28,48,1,,,,{29-316},3,{29-350},,
